Date,Retail_Category,Sales_Amount,Profit_Margin,Inventory_Turnover,Cost_of_Goods_Sold,Quarter,Year
2024-01-08,Clothing,5013,8.331663139929953,6.6738450168296835,4595.333726795311,2024Q1,2024
2024-01-08,Electronics,16337,13.756148621590055,1.8539787344695289,14089.657999690831,2024Q1,2024
2024-01-09,Food,42797,13.180622173425268,11.189598323202043,37156.089128439184,2024Q1,2024
2024-01-09,Clothing,24254,21.815130424848466,2.7372742669738432,18962.958266757254,2024Q1,2024
2024-01-09,Electronics,7493,10.449089294913264,1.388115650737431,6710.04973913215,2024Q1,2024
2024-01-10,Food,44442,30.929049104875638,10.720298312409733,30696.51199681117,2024Q1,2024
2024-01-10,Clothing,10690,13.665343279899055,2.940389080851552,9229.174803378792,2024Q1,2024
2024-01-10,Electronics,18279,11.410017047485677,3.201166243600009,16193.362983890092,2024Q1,2024
2024-01-11,Food,36778,32.00386832275647,4.352469006449688,25007.617308256627,2024Q1,2024
2024-01-11,Clothing,4935,5.306493152301509,1.7935266412975661,4673.124562933921,2024Q1,2024
2024-01-11,Electronics,30559,13.190155855797874,1.036845680966002,26528.220272026727,2024Q1,2024
2024-01-12,Food,34326,30.045647496887874,6.9305586477932115,24012.53104021827,2024Q1,2024
2024-01-12,Clothing,11219,21.67865961672966,5.494194122257914,8786.8711775991,2024Q1,2024
2024-01-12,Electronics,43622,14.530560464446443,1.2556605806311278,37283.47891419917,2024Q1,2024
2024-01-13,Food,34829,10.686764062824622,6.334446005064023,31106.90694455881,2024Q1,2024
2024-01-13,Clothing,10596,21.08517719785144,4.562674362222381,8361.814624115663,2024Q1,2024
2024-01-13,Electronics,43394,3.006519616288383,1.3306524861744766,42089.35087770782,2024Q1,2024
2024-01-14,Food,1794,15.071829397855865,9.58346915894477,1523.6113806024657,2024Q1,2024
2024-01-14,Clothing,39598,16.316058510641316,4.0621839888226905,33137.16715095625,2024Q1,2024
2024-01-14,Electronics,10063,6.818809391957741,1.5710099067293235,9376.823210887293,2024Q1,2024
2024-01-15,Food,35432,32.218662920345324,3.085908544399096,24016.283354063245,2024Q1,2024
2024-01-15,Clothing,28067,11.925933983029651,6.922103046520094,24719.748108983065,2024Q1,2024
2024-01-15,Electronics,13888,12.392687337658568,1.7802304134221445,12166.903582545978,2024Q1,2024
2024-01-16,Food,24995,25.646029874559396,3.017838135430336,18584.77483285388,2024Q1,2024
2024-01-16,Clothing,41530,13.702956721592773,4.256644222572896,35839.16207352252,2024Q1,2024
2024-01-16,Electronics,44574,16.118546983100615,2.8295476255639804,37389.318867752736,2024Q1,2024
2024-01-17,Food,36125,17.970433071825116,8.13821595030759,29633.18105280318,2024Q1,2024
2024-01-17,Clothing,19756,13.48484718782931,1.8388252409300052,17091.933589572443,2024Q1,2024
2024-01-17,Electronics,22633,2.3517090369539666,3.7305198808104842,22100.737693666208,2024Q1,2024
2024-01-18,Food,33569,17.430352846127402,3.7884528520694776,27717.804853083493,2024Q1,2024
2024-01-18,Clothing,12595,16.85633749303227,4.928278228299807,10471.944292752585,2024Q1,2024
2024-01-18,Electronics,2813,17.997587911782404,0.6085181571432702,2306.7278520415607,2024Q1,2024
2024-01-19,Food,4785,13.896288413786086,4.812704859271402,4120.062599400336,2024Q1,2024
2024-01-19,Clothing,2055,6.591759186671697,6.739366485332171,1919.5393487138965,2024Q1,2024
2024-01-19,Electronics,12119,2.020289230647844,4.086628071875543,11874.161148137788,2024Q1,2024
2024-01-20,Food,9137,16.56674338326211,9.789152186398486,7623.296657071341,2024Q1,2024
2024-01-20,Clothing,12118,10.732612336906858,3.533110399364544,10817.422037013628,2024Q1,2024
2024-01-20,Electronics,3827,12.908567964615274,4.066134686626062,3332.989103994173,2024Q1,2024
2024-01-21,Food,40720,20.024258167208792,5.831742985924801,32566.12207431258,2024Q1,2024
2024-01-21,Clothing,35260,18.65389869775643,2.0897947178567104,28682.635319171084,2024Q1,2024
2024-01-21,Electronics,21058,11.051872417134422,0.6597112878449312,18730.696706399835,2024Q1,2024
2024-01-22,Food,41728,29.96133762627976,9.218669119186522,29225.73303530598,2024Q1,2024
2024-01-22,Clothing,33433,11.447817659368258,1.473904283669578,29605.65112194341,2024Q1,2024
2024-01-22,Electronics,11792,3.941950792777915,4.445143257637179,11327.165162515628,2024Q1,2024
2024-01-23,Food,24436,24.464098306983857,11.157747254055883,18457.952937705424,2024Q1,2024
2024-01-23,Clothing,31006,13.519766434777337,3.4258802562689734,26814.06121923294,2024Q1,2024
2024-01-23,Electronics,14037,15.490317840475926,3.11243076235951,11862.624084732395,2024Q1,2024
2024-01-24,Food,10563,31.67053714221223,10.992744045893794,7217.641161668123,2024Q1,2024
2024-01-24,Clothing,35992,8.66371857831207,2.4822150063211526,32873.75440929392,2024Q1,2024
2024-01-24,Electronics,38766,13.848152339493097,3.552014695995354,33397.62526407211,2024Q1,2024
2024-01-25,Food,39179,14.688180572804166,2.6002405497510552,33424.31773338105,2024Q1,2024
2024-01-25,Clothing,17262,20.161843210142965,2.8655556377572333,13781.662625065122,2024Q1,2024
2024-01-25,Electronics,17398,2.289297475290967,2.161286486801957,16999.708025248878,2024Q1,2024
2024-01-26,Food,25198,25.489564820677167,8.803158278722746,18775.139456485766,2024Q1,2024
2024-01-26,Clothing,13770,21.84272975968472,6.3203743435352635,10762.256112091414,2024Q1,2024
2024-01-26,Electronics,23801,10.31496049840603,1.343246581417056,21345.93625177438,2024Q1,2024
2024-01-27,Food,15277,31.063455734965924,7.258327755951192,10531.435867369257,2024Q1,2024
2024-01-27,Clothing,29969,19.680465650971264,3.1774972495271365,24070.961249060423,2024Q1,2024
2024-01-27,Electronics,32199,12.211590640649783,1.9650267870453972,28266.989929617175,2024Q1,2024
2024-01-28,Food,18108,30.888505613592688,11.63532120511619,12514.709403490637,2024Q1,2024
2024-01-28,Clothing,23872,15.572924473864056,4.7193987957637535,20154.43146959917,2024Q1,2024
2024-01-28,Electronics,23130,15.229885554773793,2.7943561493206954,19607.327471180823,2024Q1,2024
2024-01-29,Food,24284,27.84018415658679,4.47135920615635,17523.289679414465,2024Q1,2024
2024-01-29,Clothing,3323,19.75129359768657,3.70627417345119,2666.6645137488754,2024Q1,2024
2024-01-29,Electronics,33812,3.3622981848973144,1.7814861547713274,32675.13973772252,2024Q1,2024
2024-01-30,Food,3277,33.79256015976343,5.537348068728615,2169.6178035645526,2024Q1,2024
2024-01-30,Clothing,19661,19.981261588592126,3.2310818411253743,15732.484159066902,2024Q1,2024
2024-01-30,Electronics,26002,13.234508243150461,2.049735240004196,22560.763166616016,2024Q1,2024
2024-01-31,Food,10498,22.131668558565536,9.8901393641111,8174.617434721789,2024Q1,2024
2024-01-31,Clothing,38401,14.615259971716737,4.1226955472074795,32788.59401826106,2024Q1,2024
2024-01-31,Electronics,42807,7.877448244436478,2.651191649915692,39434.900730004076,2024Q1,2024
2024-02-01,Food,32967,31.215163797469494,10.942100081446913,22676.296950888234,2024Q1,2024
2024-02-01,Clothing,40265,16.402364532524214,2.7627487885611988,33660.587920979124,2024Q1,2024
2024-02-01,Electronics,36092,16.93461003237528,3.4217848359912457,29979.960547115115,2024Q1,2024
2024-02-02,Food,34672,17.86410377318413,3.3015235161657976,28478.1579397616,2024Q1,2024
2024-02-02,Clothing,38113,15.507750414548847,4.155151464700371,32202.531084502996,2024Q1,2024
2024-02-02,Electronics,17948,3.2275743912963644,2.2625610978733612,17368.71494825013,2024Q1,2024
2024-02-03,Food,2468,33.76861783031679,6.382645841573872,1634.5905119477816,2024Q1,2024
2024-02-03,Clothing,37351,19.8153052098756,2.5774190457007586,29949.785351059363,2024Q1,2024
2024-02-03,Electronics,32436,13.474903152748121,2.698569190072334,28065.28041337462,2024Q1,2024
2024-02-04,Food,37890,20.537779562757265,3.396776021086662,30108.235323671273,2024Q1,2024
2024-02-04,Clothing,18707,7.860021844844361,2.301621513233916,17236.625713484966,2024Q1,2024
2024-02-04,Electronics,16735,16.404995833191855,3.1927901637934566,13989.623947315342,2024Q1,2024
2024-02-05,Food,20776,26.800494054513376,8.536565246678233,15207.929355234302,2024Q1,2024
2024-02-05,Clothing,37170,12.101045638540588,1.6238935279516713,32672.041336154463,2024Q1,2024
2024-02-05,Electronics,1521,8.626104233265576,3.3216711418733627,1389.7969546120305,2024Q1,2024
2024-02-06,Food,5141,27.743427120025505,2.569899381441438,3714.7104117594886,2024Q1,2024
2024-02-06,Clothing,10087,5.171945338234209,2.063090544205421,9565.305873732315,2024Q1,2024
2024-02-06,Electronics,38594,16.732333594177202,4.37683460895159,32136.323172663248,2024Q1,2024
2024-02-07,Food,44739,33.875572990291715,11.236531626266705,29583.40739987339,2024Q1,2024
2024-02-07,Clothing,31528,16.45136714394382,1.5764158213227748,26341.212966857394,2024Q1,2024
2024-02-07,Electronics,7773,9.516869143178905,2.376315730824811,7033.253761500703,2024Q1,2024
2024-02-08,Food,30455,30.020067199463114,8.50516307026572,21312.38853440351,2024Q1,2024
2024-02-08,Clothing,18627,13.563230388029258,6.01517672920542,16100.57707562179,2024Q1,2024
2024-02-08,Electronics,16192,7.413885854803453,4.248539788759543,14991.543602390226,2024Q1,2024
2024-02-09,Food,30027,26.93658385599933,7.494818198490642,21938.75196555908,2024Q1,2024
2024-02-09,Clothing,35282,17.60224804196296,6.000139515825089,29071.57484583463,2024Q1,2024
2024-02-09,Electronics,7509,16.23738230541297,2.942085596005018,6289.73496268654,2024Q1,2024
2024-02-10,Food,34935,27.254276765108298,8.633160791123181,25413.718412109414,2024Q1,2024
2024-02-10,Clothing,21954,17.458916699026272,4.148461827874635,18121.06942789577,2024Q1,2024
2024-02-10,Electronics,27208,6.2577272987087875,3.8494474731632704,25505.39755656731,2024Q1,2024
2024-02-11,Food,10289,12.203556084769804,6.429822474040466,9033.376114438035,2024Q1,2024
2024-02-11,Clothing,36918,15.773819482235718,2.014942358029841,31094.621323548217,2024Q1,2024
2024-02-11,Electronics,17063,6.446258015804096,2.5429382667785188,15963.074994763347,2024Q1,2024
2024-02-12,Food,8395,21.091143719964307,11.228099395640388,6624.398484708997,2024Q1,2024
2024-02-12,Clothing,25432,16.631554278204273,6.318158909815974,21202.26311596709,2024Q1,2024
2024-02-12,Electronics,21432,11.329082950754298,4.344850482293016,19003.95094199434,2024Q1,2024
2024-02-13,Food,17390,23.067736351690023,2.724123693917561,13378.520648441105,2024Q1,2024
2024-02-13,Clothing,27649,13.705505803877289,6.656003088794744,23859.56470028597,2024Q1,2024
2024-02-13,Electronics,27701,5.3324428024567325,1.40035834044688,26223.860019291464,2024Q1,2024
2024-02-14,Food,22482,19.90136193588667,4.391990527172137,18007.77580957396,2024Q1,2024
2024-02-14,Clothing,21893,20.060675945538225,5.694585139374539,17501.116215243317,2024Q1,2024
2024-02-14,Electronics,29250,14.190950011889553,2.5699506674016246,25099.147121522306,2024Q1,2024
2024-02-15,Food,26311,21.631938281898083,3.0532593927926146,20619.420718649795,2024Q1,2024
2024-02-15,Clothing,28353,14.974718022444828,1.7968495123836035,24107.218199096216,2024Q1,2024
2024-02-15,Electronics,42669,8.1959367712556,3.6591820958727603,39171.87573907295,2024Q1,2024
2024-02-16,Food,31065,24.770113337947894,9.353766992540933,23370.164291566485,2024Q1,2024
2024-02-16,Clothing,44486,9.286447249262041,4.046699747354648,40354.831076693285,2024Q1,2024
2024-02-16,Electronics,11216,14.39444191668828,2.7923645399275814,9601.519394624242,2024Q1,2024
2024-02-17,Food,1632,19.466855249319586,11.567016413050201,1314.3009223311042,2024Q1,2024
2024-02-17,Clothing,36536,14.002071455381776,2.759396960878238,31420.203173061716,2024Q1,2024
2024-02-17,Electronics,27619,13.565427262403396,0.7266977270916433,23872.364644396806,2024Q1,2024
2024-02-18,Food,5634,13.600080597995554,11.994944994924511,4867.771459108931,2024Q1,2024
2024-02-18,Clothing,3409,13.231623368909906,1.5688883309912247,2957.933959353861,2024Q1,2024
2024-02-18,Electronics,29201,11.662727098595639,0.7934146820583359,25795.367059939086,2024Q1,2024
2024-02-19,Food,2389,20.758579342226813,5.542838053719054,1893.0775395142014,2024Q1,2024
2024-02-19,Clothing,29705,15.210312696182104,1.5623826158753609,25186.776613599104,2024Q1,2024
2024-02-19,Electronics,12440,8.491430786895164,0.7602212233266656,11383.666010110242,2024Q1,2024
2024-02-20,Food,41548,16.630713062566866,9.017865962463125,34638.271336764716,2024Q1,2024
2024-02-20,Clothing,10518,9.55680218543684,5.906502447079754,9512.815546135753,2024Q1,2024
2024-02-20,Electronics,5485,15.631508056893468,1.990774760210106,4627.611783079394,2024Q1,2024
2024-02-21,Food,20108,29.158782013934754,8.750524156443628,14244.752112637998,2024Q1,2024
2024-02-21,Clothing,9958,16.007836524692774,6.819877503610889,8363.939638871094,2024Q1,2024
2024-02-21,Electronics,18570,16.794537753315947,2.616814378841488,15451.25433920923,2024Q1,2024
2024-02-22,Food,43331,23.204443035575427,3.7052918665993864,33276.28278825481,2024Q1,2024
2024-02-22,Clothing,44270,15.707830803114042,3.286778597615192,37316.14330346142,2024Q1,2024
2024-02-22,Electronics,21275,2.1607516968773055,1.35987791745592,20815.300076489355,2024Q1,2024
2024-02-23,Food,14701,22.31004398010839,10.448932018365966,11421.200434484266,2024Q1,2024
2024-02-23,Clothing,43995,17.14983351311258,4.701997992259485,36449.930745906124,2024Q1,2024
2024-02-23,Electronics,29285,13.295764256813095,1.529016798354903,25391.335437392285,2024Q1,2024
2024-02-24,Food,13836,34.15053647825521,3.7410266247949178,9110.93177286861,2024Q1,2024
2024-02-24,Clothing,26612,7.468825338559235,4.241026642372701,24624.396200902615,2024Q1,2024
2024-02-24,Electronics,28728,5.218803716622071,0.9122472698629658,27228.74206828881,2024Q1,2024
2024-02-25,Food,24038,10.89914390533532,8.754796156081898,21418.063788035495,2024Q1,2024
2024-02-25,Clothing,37791,18.11504686261331,6.507805158348397,30945.142640149803,2024Q1,2024
2024-02-25,Electronics,35826,7.581926665684646,4.2003579758413,33109.698952751816,2024Q1,2024
2024-02-26,Food,38707,29.571215449666433,10.532352702985325,27260.869635897612,2024Q1,2024
2024-02-26,Clothing,43938,6.544901152284023,6.157115240028729,41062.301331709445,2024Q1,2024
2024-02-26,Electronics,9369,15.525279611019627,3.43593495798654,7914.436553243571,2024Q1,2024
2024-02-27,Food,12266,23.427086389752585,9.503582623927395,9392.433583432949,2024Q1,2024
2024-02-27,Clothing,44703,8.600568547985546,5.796730652203753,40858.287841994024,2024Q1,2024
2024-02-27,Electronics,11755,12.818517335255125,4.140228120940828,10248.183287240761,2024Q1,2024
2024-02-28,Food,17264,10.620430286128729,10.434818571509224,15430.488915402735,2024Q1,2024
2024-02-28,Clothing,8744,19.592279914234194,2.5491024004627842,7030.851044299361,2024Q1,2024
2024-02-28,Electronics,18456,5.527006158281823,4.208623959693305,17435.935743427508,2024Q1,2024
2024-02-29,Food,5550,26.732885409087537,10.938585866859308,4066.3248597956417,2024Q1,2024
2024-02-29,Clothing,38045,15.318542976662512,2.2932991462142542,32217.06032452875,2024Q1,2024
2024-02-29,Electronics,21580,10.943251844326033,1.9119355212713467,19218.446251994443,2024Q1,2024
2024-03-01,Food,41209,22.370648790013657,3.318103049810551,31990.27934012327,2024Q1,2024
2024-03-01,Clothing,39514,16.423594344759866,2.595953220410135,33024.38093061159,2024Q1,2024
2024-03-01,Electronics,17975,14.004349271548348,1.8374270367260306,15457.718218439186,2024Q1,2024
2024-03-02,Food,30511,17.3650833235114,4.957698168080723,25212.739427163437,2024Q1,2024
2024-03-02,Clothing,9668,17.121242961649592,3.3244610399978285,8012.718230467718,2024Q1,2024
2024-03-02,Electronics,15250,2.025619000784461,1.7045544268577029,14941.09310238037,2024Q1,2024
2024-03-03,Food,8565,16.003789900550355,5.573483830501861,7194.275395017862,2024Q1,2024
2024-03-03,Clothing,25204,11.857193185448004,5.123538432255984,22215.513029539685,2024Q1,2024
2024-03-03,Electronics,29919,7.699103095382072,3.3183507543436255,27615.505344892637,2024Q1,2024
2024-03-04,Food,15296,18.528733145492076,9.60137322053353,12461.844978065532,2024Q1,2024
2024-03-04,Clothing,25730,5.099700374081743,1.655357237030937,24417.84709374877,2024Q1,2024
2024-03-04,Electronics,9919,12.189143428549645,4.401602389339611,8709.958863322161,2024Q1,2024
2024-03-05,Food,42219,11.500204814725295,6.074179094431315,37363.72852927113,2024Q1,2024
2024-03-05,Clothing,2019,14.671663899360176,6.313912023903791,1722.779105871918,2024Q1,2024
2024-03-05,Electronics,8733,13.83301196978029,0.9378170673333066,7524.963064679087,2024Q1,2024
2024-03-06,Food,40049,20.257593046816552,6.971659495165085,31936.036560680437,2024Q1,2024
2024-03-06,Clothing,30901,9.248089309325302,3.266249388701924,28043.24792252539,2024Q1,2024
2024-03-06,Electronics,25886,8.14430518343933,3.932158101970153,23777.765160214894,2024Q1,2024
2024-03-07,Food,27705,19.758144481538864,11.136094157518949,22231.006071389656,2024Q1,2024
2024-03-07,Clothing,44519,9.283969767949218,6.540387416117455,40385.86949900669,2024Q1,2024
2024-03-07,Electronics,1900,9.141673270878815,2.7476929167355224,1726.3082078533025,2024Q1,2024
2024-03-08,Food,25906,19.15070664366288,10.16751669303537,20944.817936892698,2024Q1,2024
2024-03-08,Clothing,7252,13.07025916117962,2.6986773576481466,6304.144805631254,2024Q1,2024
2024-03-08,Electronics,22871,10.589746344041894,4.252623850476272,20449.01911365418,2024Q1,2024
2024-03-09,Food,12294,14.88397402121521,3.324112037263125,10464.164233831802,2024Q1,2024
2024-03-09,Clothing,28372,9.212811529417417,1.4107763402342062,25758.14111287369,2024Q1,2024
2024-03-09,Electronics,44897,10.486787525235883,3.184864357700288,40188.747004794845,2024Q1,2024
2024-03-10,Food,29812,19.281773012634844,7.266142077061036,24063.7178294733,2024Q1,2024
2024-03-10,Clothing,19982,10.196936308778305,4.242103330470063,17944.44818677992,2024Q1,2024
2024-03-10,Electronics,14526,10.653233023544635,3.791606501441345,12978.511370999906,2024Q1,2024
2024-03-11,Food,8191,17.146036216585237,3.1755517280276493,6786.568173499503,2024Q1,2024
2024-03-11,Clothing,37509,17.636006078809302,3.741047575993112,30893.910479899416,2024Q1,2024
2024-03-11,Electronics,39679,4.214361375489993,3.1964844370349326,38006.78354981932,2024Q1,2024
2024-03-12,Food,13188,25.984370013569386,5.710988419770655,9761.181282610469,2024Q1,2024
2024-03-12,Clothing,28251,15.364714041242655,2.6840607367108342,23910.31463620854,2024Q1,2024
2024-03-12,Electronics,13541,9.196863851270859,3.5497886135001737,12295.652665899413,2024Q1,2024
2024-03-13,Food,27870,25.04953382436131,9.125754367560909,20888.694923150506,2024Q1,2024
2024-03-13,Clothing,6822,11.980177853050531,6.411862081300026,6004.712266864893,2024Q1,2024
2024-03-13,Electronics,6757,5.032888136591048,4.079727870598615,6416.927748610543,2024Q1,2024
2024-03-14,Food,12749,12.219331673905817,10.717452273973874,11191.157404893747,2024Q1,2024
2024-03-14,Clothing,11087,11.948643967744973,3.68772996506352,9762.253843296114,2024Q1,2024
2024-03-14,Electronics,24111,8.687496128222193,1.579648817957422,22016.357808524346,2024Q1,2024
2024-03-15,Food,17254,23.992935898207833,5.910507296753005,13114.25884012322,2024Q1,2024
2024-03-15,Clothing,36782,10.89421894101049,5.529422347371261,32774.88838911752,2024Q1,2024
2024-03-15,Electronics,6066,6.892098040197996,0.884096660426279,5647.92533288159,2024Q1,2024
2024-03-16,Food,32615,28.61105419593884,3.9438117335034866,23283.50467399455,2024Q1,2024
2024-03-16,Clothing,35577,9.745450264779176,4.948917650317204,32109.86115929951,2024Q1,2024
2024-03-16,Electronics,21247,5.94157195587683,0.8466882947048504,19984.59420653485,2024Q1,2024
2024-03-17,Food,19115,25.84458211868219,4.905411052014778,14174.8081280139,2024Q1,2024
2024-03-17,Clothing,30877,13.968853581230956,5.001528674955835,26563.83707972332,2024Q1,2024
2024-03-17,Electronics,13260,14.037531240511294,0.6688161246965628,11398.623357508202,2024Q1,2024
2024-03-18,Food,35832,27.353291349405918,2.6531841405360415,26030.768643680873,2024Q1,2024
2024-03-18,Clothing,31490,10.055686645053823,5.154004132391584,28323.46427547255,2024Q1,2024
2024-03-18,Electronics,4758,14.848594572279547,2.219519606534,4051.503870250939,2024Q1,2024
2024-03-19,Food,40965,30.08030308110233,7.837831084294375,28642.603842826433,2024Q1,2024
2024-03-19,Clothing,35707,17.2328468207391,3.281438407764381,29553.66738571869,2024Q1,2024
2024-03-19,Electronics,24661,8.11975136932151,1.7876404376903947,22658.588114811624,2024Q1,2024
2024-03-20,Food,14163,28.63494347853849,6.100081143218822,10107.432955134595,2024Q1,2024
2024-03-20,Clothing,13156,11.908906875616921,6.137314770699949,11589.264211443839,2024Q1,2024
2024-03-20,Electronics,31836,16.878748210330635,2.7258253101535717,26462.481719759136,2024Q1,2024
2024-03-21,Food,18440,12.46367128532356,4.704746489728568,16141.699014986334,2024Q1,2024
2024-03-21,Clothing,32369,8.710644379285394,1.9566181776729845,29549.451520869112,2024Q1,2024
2024-03-21,Electronics,21122,8.641714829678921,0.9484256189382807,19296.696993675218,2024Q1,2024
2024-03-22,Food,30809,16.090964233639575,6.951717196154343,25851.534829257984,2024Q1,2024
2024-03-22,Clothing,35051,18.1285484662376,1.6380570989501437,28696.762477099062,2024Q1,2024
2024-03-22,Electronics,25262,13.931739738901744,0.7371122689891555,21742.56390715864,2024Q1,2024
2024-03-23,Food,30901,29.66458677078766,2.6642364252519504,21734.346041958906,2024Q1,2024
2024-03-23,Clothing,10072,21.34624328897886,5.882117566092252,7922.006375934049,2024Q1,2024
2024-03-23,Electronics,33775,2.0656992463591752,0.6429520975088691,33077.310079542185,2024Q1,2024
2024-03-24,Food,44709,18.614914893174294,4.02935210103006,36386.457700410705,2024Q1,2024
2024-03-24,Clothing,36959,17.049587503404616,2.231702813671646,30657.642954616687,2024Q1,2024
2024-03-24,Electronics,8349,4.28553452147078,3.5805812324706423,7991.200722802405,2024Q1,2024
2024-03-25,Food,32613,34.86410641711311,8.952131145610931,21242.7689741869,2024Q1,2024
2024-03-25,Clothing,39063,17.70915117769052,6.998559067888458,32145.274275458753,2024Q1,2024
2024-03-25,Electronics,7456,6.598440541527721,2.775728815953754,6964.020273223693,2024Q1,2024
2024-03-26,Food,8196,24.683694781075697,4.155001413178214,6172.924375743036,2024Q1,2024
2024-03-26,Clothing,5831,12.64291699964446,6.053807848914235,5093.791509750731,2024Q1,2024
2024-03-26,Electronics,17746,16.64267420759288,2.414301189174517,14792.591035120568,2024Q1,2024
2024-03-27,Food,8536,17.011376619001382,4.01761987222247,7083.908891802042,2024Q1,2024
2024-03-27,Clothing,6177,6.096512897671551,6.8406304746752395,5800.418398310829,2024Q1,2024
2024-03-27,Electronics,37401,16.492108650183166,4.402839961859957,31232.786443744993,2024Q1,2024
2024-03-28,Food,23423,25.268294491115494,5.010847651350672,17504.407381346016,2024Q1,2024
2024-03-28,Clothing,44031,6.918289256787036,6.246144568016961,40984.808057344104,2024Q1,2024
2024-03-28,Electronics,29099,14.908450280101023,1.2119773609451858,24760.7900529934,2024Q1,2024
2024-03-29,Food,35392,21.3354057656067,11.898159478510657,27840.973191436475,2024Q1,2024
2024-03-29,Clothing,35970,11.035259524316194,3.995020969237869,32000.617149103466,2024Q1,2024
2024-03-29,Electronics,25116,11.582129516117075,1.6702057119014628,22207.032350732035,2024Q1,2024
2024-03-30,Food,23919,31.868676837224363,11.4178333687897,16296.331187304304,2024Q1,2024
2024-03-30,Clothing,40791,19.65196562901037,4.472844310053905,32774.76670027038,2024Q1,2024
2024-03-30,Electronics,28440,7.327305829942691,1.0873306077276705,26356.1142219643,2024Q1,2024
2024-03-31,Food,15324,27.20894062284144,4.968046953626024,11154.501938955778,2024Q1,2024
2024-03-31,Clothing,34807,21.347394518325597,3.014498842432875,27376.612390006412,2024Q1,2024
2024-03-31,Electronics,30790,4.3689561518212745,0.9848723882636903,29444.79840085423,2024Q1,2024
2024-04-01,Food,9577,12.763579157714513,4.58419919736434,8354.63202406568,2024Q2,2024
2024-04-01,Clothing,44606,14.102026703694953,5.772717279480493,38315.64996854983,2024Q2,2024
2024-04-01,Electronics,19500,13.831594462145812,2.262641346563735,16802.839079881567,2024Q2,2024
2024-04-02,Food,43376,24.121035917935664,4.206741175450037,32913.25946023623,2024Q2,2024
2024-04-02,Clothing,8353,5.885230905761587,1.2743655671615137,7861.406662441735,2024Q2,2024
2024-04-02,Electronics,18852,10.138943210945264,0.8133852818511957,16940.6064258726,2024Q2,2024
2024-04-03,Food,40767,33.312598827434556,10.66527826843653,27186.452836019755,2024Q2,2024
2024-04-03,Clothing,32484,18.76026730386785,5.840885360672154,26389.914769011568,2024Q2,2024
2024-04-03,Electronics,2301,17.603912564543336,4.366504731148719,1895.933971889858,2024Q2,2024
2024-04-04,Food,11469,30.277614157632947,4.373805328586659,7996.460432261078,2024Q2,2024
2024-04-04,Clothing,27205,7.115381535094839,6.78073608241235,25269.26045337745,2024Q2,2024
2024-04-04,Electronics,34851,16.90471051370432,0.9471379660944343,28959.539338868904,2024Q2,2024
2024-04-05,Food,24080,18.079856246434435,11.3840064375779,19726.37061585859,2024Q2,2024
2024-04-05,Clothing,21069,11.63489444727332,1.8153323217548731,18617.644088903984,2024Q2,2024
2024-04-05,Electronics,27238,4.550318156342435,4.375286470978381,25998.584340575446,2024Q2,2024
2024-04-06,Food,2288,24.783792601330234,9.332397108159785,1720.9468252815643,2024Q2,2024
2024-04-06,Clothing,11069,6.45194420774051,6.4747732514124605,10354.834295645203,2024Q2,2024
2024-04-06,Electronics,23118,15.399214317355742,1.8084760326930902,19558.0096341137,2024Q2,2024
2024-04-07,Food,9112,24.975276105339187,3.181485765600537,6836.252841281494,2024Q2,2024
2024-04-07,Clothing,15434,20.835336577621742,6.4687786221577035,12218.27415260986,2024Q2,2024
2024-04-07,Electronics,39566,2.310419929891447,1.8753263971347982,38651.85925053915,2024Q2,2024
2024-04-08,Food,21931,16.87975529433689,11.141073603010884,18229.100866398974,2024Q2,2024
2024-04-08,Clothing,39515,11.2949821295024,2.5116792788522866,35051.78781152713,2024Q2,2024
2024-04-08,Electronics,14318,15.033043393816042,1.512299001039601,12165.56884687342,2024Q2,2024
2024-04-09,Food,42431,17.58410705535426,6.2319712265733225,34969.887535342634,2024Q2,2024
2024-04-09,Clothing,42269,10.208779572153283,2.0832834329924004,37953.85096264653,2024Q2,2024
2024-04-09,Electronics,25470,8.840120921482395,3.458069515362421,23218.42120129843,2024Q2,2024
2024-04-10,Food,20347,18.505574861281428,10.631289301117329,16581.67068297507,2024Q2,2024
2024-04-10,Clothing,5892,13.130822347687731,2.2476928480596285,5118.331947274239,2024Q2,2024
2024-04-10,Electronics,20881,14.300226891538568,1.6357916333987035,17894.96962277783,2024Q2,2024
2024-04-11,Food,28228,10.244484507644048,3.2136676464678375,25336.18691318224,2024Q2,2024
2024-04-11,Clothing,2655,12.913278531474889,6.670535928222014,2312.1524549893415,2024Q2,2024
2024-04-11,Electronics,3817,5.309950006756605,1.997054260847984,3614.3192082421006,2024Q2,2024
2024-04-12,Food,4011,22.07136912457367,8.763895179149017,3125.71738441335,2024Q2,2024
2024-04-12,Clothing,9348,20.31292276166245,6.594031191188221,7449.1479802397935,2024Q2,2024
2024-04-12,Electronics,32458,14.094182073085063,2.485268722439716,27883.310382718053,2024Q2,2024
2024-04-13,Food,12794,30.167695193626532,2.5347349577741682,8934.345076927422,2024Q2,2024
2024-04-13,Clothing,29275,13.999640562908066,3.993217013272303,25176.605225208663,2024Q2,2024
2024-04-13,Electronics,42712,5.19314585433502,0.7473595757231507,40493.903542696426,2024Q2,2024
2024-04-14,Food,1502,16.562757262079142,2.9972981950974744,1253.2273859235713,2024Q2,2024
